,Unique City,No. Charging Stations
3326,"RICHMOND, CA",19
3327,"RICHMOND, IN",1
3328,"RICHMOND, KY",4
3329,"RICHMOND, MO",1
3330,"RICHMOND, TX",1
3331,"RICHMOND, VA",53
3332,"RICHWOOD, TX",1
3333,"RICKREALL, OR",1
3334,"RICO, CO",1
3335,"RIDGEFIELD, NJ",1
3336,"RIDGEFIELD, WA",7
3337,"RIDGELAND, MS",2
3338,"RIDGEWAY, VA",1
3339,"RIDGWAY, CO",1
3340,"RIDLEY PARK, PA",1
3341,"RIFLE, CO",1
3342,"RIO DELL, CA",1
3343,"RIO RANCHO, NM",4
3344,"RIO VISTA, CA",1
3345,"RIPON, CA",1
3346,"RITZVILLE, WA",3
3347,"RIVER FALLS, WI",1
3348,"RIVER GROVE, IL",2
3349,"RIVERDALE PARK, MD",2
3350,"RIVERDALE, UT",1
3351,"RIVERSIDE, CA",70
3352,"RIVERSIDE, MO",5
3353,"RIVERSIDE, OH",1
3354,"RIVERTON, UT",4
3355,"RIVERTON, WY",3
3356,"RIVERVIEW, FL",5
3357,"RIVIERA BEACH, FL",2
3358,"ROANOKE RAPIDS, NC",5
3359,"ROANOKE, IN",2
3360,"ROANOKE, TX",1
3361,"ROANOKE, VA",11
3362,"ROBBINSDALE, MN",2
3363,"ROBBINSVILLE, NC",4
3364,"ROCHEPORT, MO",1
3365,"ROCHESTER HILLS, MI",3
3366,"ROCHESTER, MI",2
3367,"ROCHESTER, MN",14
3368,"ROCHESTER, NH",2
3369,"ROCHESTER, NY",66
3370,"ROCHESTER, WA",1
3371,"ROCK HILL, NY",1
3372,"ROCK HILL, SC",11
3373,"ROCK ISLAND, IL",1
3374,"ROCK SPRINGS, WY",3
3375,"ROCK VALLEY, IA",1
3376,"ROCKBRIDGE, OH",1
3377,"ROCKFORD, IL",7
3378,"ROCKFORD, MI",2
3379,"ROCKFORD, MN",1
3380,"ROCKINGHAM, NC",1
3381,"ROCKLAND, ME",4
3382,"ROCKLIN, CA",8
3383,"ROCKPORT, TX",3
3384,"ROCKPORT, WA",1
3385,"ROCKVILLE CENTRE, NY",1
3386,"ROCKVILLE, MD",40
3387,"ROCKWALL, TX",6
3388,"ROCKY MOUNT, NC",6
3389,"ROCKY MOUNT, VA",1
3390,"ROCKY RIVER, OH",2
3391,"RODANTHE, NC",1
3392,"RODEO, NM",1
3393,"ROELAND PARK, KS",1
3394,"ROGERS CITY, MI",1
3395,"ROGERS, AR",7
3396,"ROGERSVILLE, TN",1
3397,"ROHNERT PARK, CA",11
3398,"ROLAND, OK",1
3399,"ROLESVILLE, NC",1
3400,"ROLLA, MO",1
3401,"ROLLING HILLS ESTATES, CA",5
3402,"ROLLING MEADOWS, IL",2
3403,"ROME, GA",5
3404,"ROME, NY",6
3405,"ROMEOVILLE, IL",2
3406,"ROMNEY, WV",1
3407,"ROMULUS, MI",4
3408,"RONCEVERTE, WV",1
3409,"RONKONKOMA, NY",1
3410,"RONKS, PA",1
3411,"ROSALIA, WA",1
3412,"ROSCOE, NY",1
3413,"ROSEBURG, OR",7
3414,"ROSEDALE, MD",3
3415,"ROSELAND, NJ",1
3416,"ROSELLE, NJ",1
3417,"ROSEMEAD, CA",8
3418,"ROSEMONT, IL",8
3419,"ROSEMOUNT, MN",1
3420,"ROSENBERG, TX",1
3421,"ROSEVILLE, CA",28
3422,"ROSEVILLE, MI",3
3423,"ROSEVILLE, MN",8
3424,"ROSWELL, GA",15
3425,"ROSWELL, NM",1
3426,"ROUND ROCK, TX",14
3427,"ROUND TOP, TX",1
3428,"ROUSES POINT, NY",1
3429,"ROWLAND HEIGHTS, CA",2
3430,"ROWLETT, TX",2
3431,"ROXBORO, NC",1
3432,"ROY, UT",3
3433,"ROYAL OAK, MI",5
3434,"ROYAL PALM BEACH, FL",1
3435,"ROYSE CITY, TX",1
3436,"RUIDOSO, NM",2
3437,"RUNNING SPRINGS, CA",1
3438,"RUSHVILLE, IN",2
3439,"RUSSELLS POINT, OH",1
3440,"RUSSELLVILLE, AR",2
3441,"RUSTON, LA",2
3442,"RUTHERFORD, CA",3
3443,"RUTHERFORD, NJ",6
3444,"RUTLAND, VT",8
3445,"RYE BROOK, NY",1
3446,"SABILLASVILLE, MD",1
3447,"SACO, ME",2
3448,"SACRAMENTO, CA",124
3449,"SAFETY HARBOR, FL",1
3450,"SAFFORD, AZ",1
3451,"SAG HARBOR, NY",4
3452,"SAGINAW, MI",1
3453,"SALADO, TX",1
3454,"SALAMANCA, NY",2
3455,"SALEM, IL",1
3456,"SALEM, MA",8
3457,"SALEM, OR",35
3458,"SALEM, VA",3
3459,"SALIDA, CA",1
3460,"SALIDA, CO",6
3461,"SALINA, KS",3
3462,"SALINA, UT",1
3463,"SALINAS, CA",26
3464,"SALINE, MI",4
3465,"SALISBURY, MD",8
3466,"SALISBURY, NC",4
3467,"SALLISAW, OK",1
3468,"SALMON, ID",1
3469,"SALT LAKE CITY, UT",108
3470,"SALUDA, NC",1
3471,"SAMMAMISH, WA",5
3472,"SAN ANGELO, TX",1
3473,"SAN ANSELMO, CA",5
3474,"SAN ANTONIO, TX",89
3475,"SAN ARDO, CA",1
3476,"SAN BERNARDINO, CA",18
3477,"SAN BRUNO, CA",10
3478,"SAN CARLOS, CA",8
3479,"SAN CLEMENTE, CA",7
3480,"SAN DIEGO, CA",316
3481,"SAN DIMAS, CA",6
3482,"SAN FERNANDO, CA",8
3483,"SAN FRANCISCO, CA",216
3484,"SAN GABRIEL, CA",3
3485,"SAN JACINTO, CA",2
3486,"SAN JOAQUIN, CA",1
3487,"SAN JOSE, CA",171
3488,"SAN JUAN BAUTISTA, CA",1
3489,"SAN JUAN CAPISTRANO, CA",3
3490,"SAN JUAN, PR",1
3491,"SAN JUAN, TX",1
3492,"SAN LEANDRO, CA",16
3493,"SAN LUIS OBISPO, CA",21
3494,"SAN MARCOS, CA",12
3495,"SAN MARCOS, TX",7
3496,"SAN MARTIN, CA",1
3497,"SAN MATEO, CA",37
3498,"SAN MIGUEL, CA",1
3499,"SAN PABLO, CA",5
3500,"SAN RAFAEL, CA",32
3501,"SAN RAMON, CA",19
3502,"SAN SIMEON, CA",3
3503,"SAND SPRINGS, OK",2
3504,"SANDPOINT, ID",2
3505,"SANDSTON, VA",1
3506,"SANDUSKY, OH",3
3507,"SANDY SPRINGS, GA",19
3508,"SANDY, OR",2
3509,"SANDY, UT",14
3510,"SANFORD, FL",9
3511,"SANFORD, NC",4
3512,"SANGER, CA",4
3513,"SANIBEL, FL",1
3514,"SANTA ANA, CA",39
3515,"SANTA BARBARA, CA",41
3516,"SANTA CLARA, CA",71
3517,"SANTA CLARITA, CA",15
3518,"SANTA CLAUS, IN",3
3519,"SANTA CRUZ, CA",24
3520,"SANTA FE SPRINGS, CA",3
3521,"SANTA FE, NM",37
3522,"SANTA MARGARITA, CA",1
3523,"SANTA MARIA, CA",13
3524,"SANTA MONICA, CA",75
3525,"SANTA PAULA, CA",1
3526,"SANTA ROSA, CA",51
3527,"SANTA ROSA, NM",2
3528,"SANTA YNEZ, CA",5
3529,"SANTAQUIN, UT",1
3530,"SANTEE, CA",2
3531,"SANTEE, SC",2
3532,"SAPULPA, OK",1
3533,"SARALAND, AL",1
3534,"SARANAC LAKE, NY",6
3535,"SARASOTA, FL",47
3536,"SARATOGA SPRINGS, NY",37
3537,"SARATOGA SPRINGS, UT",2
3538,"SARATOGA, CA",3
3539,"SATELLITE BEACH, FL",2
3540,"SAUGATUCK, MI",1
3541,"SAUKVILLE, WI",1
3542,"SAUSALITO, CA",5
3543,"SAVAGE, MD",1
3544,"SAVAGE, MN",1
3545,"SAVANNAH, GA",26
3546,"SAVANNAH, TN",2
3547,"SAVOY, IL",1
3548,"SAYRE, PA",1
3549,"SCAPPOOSE, OR",2
3550,"SCARSDALE, NY",2
3551,"SCHAUMBURG, IL",10
3552,"SCHENECTADY, NY",31
3553,"SCHERERVILLE, IN",3
3554,"SCHERTZ, TX",1
3555,"SCHILLER PARK, IL",6
3556,"SCHROON LAKE, NY",2
3557,"SCHURZ, NV",1
3558,"SCIPIO, UT",1
3559,"SCOTIA, NY",3
3560,"SCOTT, LA",2
3561,"SCOTTS VALLEY, CA",3
3562,"SCOTTSBLUFF, NE",2
3563,"SCOTTSDALE, AZ",77
3564,"SCOTTSVILLE, NY",1
3565,"SCRANTON, PA",1
3566,"SEA RANCH, CA",1
3567,"SEAL BEACH, CA",4
3568,"SEASIDE HEIGHTS, NJ",2
3569,"SEASIDE, CA",11
3570,"SEASIDE, OR",3
3571,"SEATAC, WA",7
3572,"SEATTLE, WA",220
3573,"SEBASTOPOL, CA",5
3574,"SEBEKA, MN",1
3575,"SEBRING, FL",10
3576,"SECAUCUS, NJ",6
3577,"SEDALIA, MO",4
3578,"SEDONA, AZ",18
3579,"SEFFNER, FL",1
3580,"SEGUIN, TX",3
3581,"SEILING, OK",2
3582,"SELDEN, NY",2
3583,"SELLERS, SC",2
3584,"SELLERSVILLE, PA",2
3585,"SELMA, CA",5
3586,"SELMA, NC",1
3587,"SELMA, TX",1
3588,"SEMINOLE, FL",2
3589,"SEMINOLE, OK",1
3590,"SENECA, KS",1
3591,"SENECA, SC",2
3592,"SEQUIM, WA",6
3593,"SEVEN POINTS, TX",1
3594,"SEVIERVILLE, TN",4
3595,"SEWARD, NE",5
3596,"SEYMOUR, WI",1
3597,"SHAKER HEIGHTS, OH",2
3598,"SHAKOPEE, MN",3
3599,"SHALLOTTE, NC",1
3600,"SHAMROCK, TX",1
3601,"SHANDON, CA",1
3602,"SHARONVILLE, OH",1
3603,"SHARPSBURG, MD",1
3604,"SHARPSVILLE, PA",1
3605,"SHAWNEE, KS",8
3606,"SHAWNEE, OK",3
3607,"SHEBOYGAN, WI",6
3608,"SHEFFIELD, OH",2
3609,"SHELBURNE FALLS, MA",2
3610,"SHELBY, IA",1
3611,"SHELBY, NC",1
3612,"SHELBY, OH",2
3613,"SHELBYVILLE, TN",1
3614,"SHELDON, IA",1
3615,"SHELTON, CT",3
3616,"SHELTON, WA",3
3617,"SHENANDOAH, TX",1
3618,"SHEPHERDSTOWN, WV",4
3619,"SHEPHERDSVILLE, KY",3
3620,"SHERBURN, MN",1
3621,"SHERIDAN, WY",3
3622,"SHERMAN, TX",3
3623,"SHERWOOD, OR",8
3624,"SHINGLE SPRINGS, CA",1
3625,"SHINGLETOWN, CA",1
3626,"SHINNSTON, WV",1
3627,"SHIPPENSBURG, PA",1
3628,"SHORELINE, WA",6
3629,"SHOREVIEW, MN",2
3630,"SHOREWOOD HILLS, WI",1
3631,"SHOREWOOD, IL",2
3632,"SHREVEPORT, LA",3
3633,"SIDNEY, NE",1
3634,"SIERRA VISTA, AZ",3
3635,"SIGNAL HILL, CA",3
3636,"SILSBEE, TX",1
3637,"SILT, CO",1
3638,"SILVER CITY, NM",1
3639,"SILVER SPRING, MD",23
3640,"SILVERDALE, WA",4
3641,"SILVERTHORNE, CO",1
3642,"SILVERTON, CO",1
3643,"SILVERTON, OR",2
3644,"SILVIS, IL",2
3645,"SIMI VALLEY, CA",13
3646,"SIMPSONVILLE, SC",1
3647,"SIOUX CENTER, IA",1
3648,"SIOUX CITY, IA",3
3649,"SIOUX FALLS, SD",7
3650,"SISTERS, OR",4
3651,"SKAGWAY, AK",1
3652,"SKOKIE, IL",6
3653,"SKYKOMISH, WA",3
3654,"SLEEPY HOLLOW, NY",1
3655,"SLIDELL, LA",4
3656,"SMELTERVILLE, ID",1
3657,"SMITH RIVER, CA",1
3658,"SMITHFIELD, NC",5
3659,"SMITHFIELD, VA",1
3660,"SMITHVILLE, MO",1
3661,"SMITHVILLE, TN",1
3662,"SMYRNA, DE",3
3663,"SMYRNA, GA",5
3664,"SMYRNA, TN",12
3665,"SNEADS FERRY, NC",1
3666,"SNELLVILLE, GA",4
3667,"SNOHOMISH, WA",3
3668,"SNOQUALMIE PASS, WA",1
3669,"SNOQUALMIE, WA",1
3670,"SNOW HILL, MD",1
3671,"SNOW HILL, NC",1
3672,"SNOWFLAKE, AZ",1
3673,"SNOWMASS VILLAGE, CO",3
3674,"SOAP LAKE, WA",1
3675,"SOCORRO, NM",1
3676,"SODA SPRINGS, CA",4
3677,"SOLANA BEACH, CA",11
3678,"SOLDOTNA, AK",2
3679,"SOLEDAD, CA",2
3680,"SOLOMONS, MD",2
3681,"SOLON, OH",3
3682,"SOLVANG, CA",7
3683,"SOMERDALE, NJ",1
3684,"SOMERSET, KY",1
3685,"SOMERSET, NJ",1
3686,"SOMERSET, OH",1
3687,"SOMERSET, PA",1
3688,"SOMERSWORTH, NH",2
3689,"SOMERVILLE, MA",10
3690,"SOMERVILLE, NJ",2
3691,"SONOMA, CA",9
3692,"SONORA, CA",2
3693,"SOUTH BARRINGTON, IL",1
3694,"SOUTH BEND, IN",9
3695,"SOUTH BOSTON, VA",1
3696,"SOUTH BURLINGTON, VT",17
3697,"SOUTH CHARLESTON, WV",4
3698,"SOUTH EL MONTE, CA",2
3699,"SOUTH ELGIN, IL",1
3700,"SOUTH GATE, CA",3
3701,"SOUTH GLENS FALLS, NY",1
3702,"SOUTH HAVEN, MI",2
3703,"SOUTH HILL, VA",1
3704,"SOUTH HOLLAND, IL",3
3705,"SOUTH JORDAN, UT",7
3706,"SOUTH LAKE TAHOE, CA",21
3707,"SOUTH MIAMI, FL",2
3708,"SOUTH NYACK, NY",1
3709,"SOUTH PADRE ISLAND, TX",6
3710,"SOUTH PARIS, ME",3
3711,"SOUTH PASADENA, CA",2
3712,"SOUTH PASADENA, FL",2
3713,"SOUTH PORTLAND, ME",10
3714,"SOUTH RIDING, VA",1
3715,"SOUTH RIVER, NJ",1
3716,"SOUTH ROYALTON, VT",1
3717,"SOUTH SALT LAKE, UT",5
3718,"SOUTH SAN FRANCISCO, CA",28
3719,"SOUTH SIOUX CITY, NE",4
3720,"SOUTHAVEN, MS",5
3721,"SOUTHBRIDGE, MA",1
3722,"SOUTHERN PINES, NC",4
3723,"SOUTHFIELD, MI",4
3724,"SOUTHGATE, MI",1
3725,"SOUTHLAKE, TX",4
3726,"SOUTHPORT, NC",1
3727,"SOUTHWEST RANCHES, FL",1
3728,"SPANAWAY, WA",2
3729,"SPANISH FORK, UT",2
3730,"SPARKILL, NY",1
3731,"SPARKS, NV",13
3732,"SPARTA, TN",1
3733,"SPARTA, WI",2
3734,"SPARTANBURG, SC",11
3735,"SPEARFISH, SD",2
3736,"SPECULATOR, NY",2
3737,"SPENCER, IN",2
3738,"SPENCER, TN",1
3739,"SPENCERPORT, NY",2
3740,"SPERRYVILLE, VA",1
3741,"SPICER, MN",1
3742,"SPOKANE VALLEY, WA",7
3743,"SPOKANE, WA",49
3744,"SPRING HOUSE, PA",2
3745,"SPRING VALLEY, NY",2
3746,"SPRING, TX",11
3747,"SPRINGBORO, OH",4
3748,"SPRINGDALE, AR",3
3749,"SPRINGDALE, UT",7
3750,"SPRINGFIELD, IL",9
3751,"SPRINGFIELD, MA",15
3752,"SPRINGFIELD, MN",1
3753,"SPRINGFIELD, MO",31
3754,"SPRINGFIELD, OH",2
3755,"SPRINGFIELD, OR",5
3756,"SPRINGFIELD, VA",13
3757,"SPRINGVILLE, NY",2
3758,"SPRINGVILLE, UT",2
3759,"SPUR, TX",1
3760,"ST. ALBANS, VT",3
3761,"ST. ALBANS, WV",1
3762,"ST. AUGUSTINE, FL",14
3763,"ST. CHARLES, IL",5
3764,"ST. CHARLES, MO",3
3765,"ST. CLAIR SHORES, MI",1
3766,"ST. CLOUD, MN",2
3767,"ST. GEORGE, UT",6
3768,"ST. HELENA, CA",14
3769,"ST. HELENS, OR",1
3770,"ST. JAMES, NY",1
3771,"ST. JOHNS, MI",1
3772,"ST. JOSEPH, MI",1
3773,"ST. JOSEPH, MO",2
3774,"ST. LOUIS PARK, MN",6
3775,"ST. LOUIS, MO",28
3776,"ST. MEINRAD, IN",1
3777,"ST. MICHAEL, MN",1
3778,"ST. MICHAELS, MD",3
3779,"ST. PAUL, MN",14
3780,"ST. PETE BEACH, FL",1
3781,"ST. PETER, MN",1
3782,"ST. PETERS, MO",2
3783,"ST. PETERSBURG, FL",9
3784,"ST. ROBERT, MO",1
3785,"STAATSBURG, NY",1
3786,"STAFFORD SPRINGS, CT",3
3787,"STAFFORD, TX",5
3788,"STAMFORD, CT",18
3789,"STANFORD, CA",11
3790,"STANFORD, KY",1
3791,"STANHOPE, NJ",2
3792,"STANLEY, VA",1
3793,"STANSBURY PARK, UT",1
3794,"STANTON, CA",3
3795,"STAPLES, MN",1
3796,"STAR, NC",1
3797,"STARKVILLE, MS",6
3798,"STATE COLLEGE, PA",14
3799,"STATELINE, NV",5
3800,"STATEN ISLAND, NY",15
3801,"STATESBORO, GA",3
3802,"STATESVILLE, NC",3
3803,"STAUNTON, VA",7
3804,"STEAMBOAT SPRINGS, CO",11
3805,"STEELE, AL",1
3806,"STEILACOOM, WA",1
3807,"STEPHENS CITY, VA",1
3808,"STEPHENVILLE, TX",1
3809,"STERLING HEIGHTS, MI",2
3810,"STERLING, CO",1
3811,"STERLING, VA",8
3812,"STEVENS POINT, WI",5
3813,"STEVENSON, WA",1
3814,"STEWARTVILLE, MN",1
3815,"STIGLER, OK",1
3816,"STILLWATER, OK",7
3817,"STILWELL, OK",2
3818,"STINSON BEACH, CA",1
3819,"STOCKBRIDGE, GA",1
3820,"STOCKTON, CA",19
3821,"STOCKTON, MO",1
3822,"STOCKTON, NJ",2
3823,"STONE HARBOR, NJ",1
3824,"STONE MOUNTAIN, GA",3
3825,"STONE RIDGE, NY",5
3826,"STONY BROOK, NY",12
3827,"STONY CREEK, VA",1
3828,"STORRS, CT",5
3829,"STOW, OH",1
3830,"STRASBURG, VA",2
3831,"STRATTON, CO",1
3832,"STREETSBORO, OH",3
3833,"STROMSBURG, NE",1
3834,"STRONGSVILLE, OH",2
3835,"STROUD, OK",2
3836,"STROUDSBURG, PA",1
3837,"STUART, FL",4
3838,"STURGEON BAY, WI",5
3839,"STURGEON LAKE, MN",1
3840,"SUFFERN, NY",4
3841,"SUFFOLK, VA",1
3842,"SUGAR LAND, TX",9
3843,"SUISUN CITY, CA",1
3844,"SUITLAND, MD",1
3845,"SULLIVAN, MO",1
3846,"SULPHUR SPRINGS, TX",1
3847,"SULPHUR, LA",1
3848,"SULTAN, WA",1
3849,"SUMMERVILLE, SC",1
3850,"SUMMIT, NJ",2
3851,"SUMNER, WA",1
3852,"SUMTER, SC",1
3853,"SUN PRAIRIE, WI",3
3854,"SUN VALLEY, ID",2
3855,"SUNBURY, OH",4
3856,"SUNNY ISLES BEACH, FL",5
3857,"SUNNYSIDE, WA",1
3858,"SUNNYVALE, CA",51
3859,"SUNNYVALE, TX",1
3860,"SUNRISE, FL",7
3861,"SUNSET BEACH, NC",1
3862,"SUNSET VALLEY, TX",1
3863,"SUPERIOR, AZ",1
3864,"SUPERIOR, CO",8
3865,"SUPERIOR, MT",1
3866,"SUPERIOR, WI",2
3867,"SUQUAMISH, WA",1
3868,"SURFSIDE, FL",4
3869,"SURPRISE, AZ",2
3870,"SUSANVILLE, CA",2
3871,"SUTHERLIN, OR",2
3872,"SUTTER CREEK, CA",4
3873,"SUTTON, WV",1
3874,"SUTTONS BAY, MI",1
3875,"SUWANEE, GA",3
3876,"SWANSBORO, NC",1
3877,"SWARTHMORE, PA",2
3878,"SWARTZ CREEK, MI",1
3879,"SWEET SPRINGS, MO",1
3880,"SWEETWATER, TX",2
3881,"SYKESVILLE, MD",3
3882,"SYLACAUGA, AL",1
3883,"SYLVA, NC",1
3884,"SYLVANIA, OH",1
3885,"SYOSSET, NY",1
3886,"SYRACUSE, NY",19
3887,"TABERNASH, CO",2
3888,"TACNA, AZ",1
3889,"TACOMA, WA",43
3890,"TAFT, CA",2
3891,"TAHLEQUAH, OK",5
3892,"TAHOE VISTA, CA",2
3893,"TAKOMA PARK, MD",6
3894,"TALENT, OR",1
3895,"TALIHINA, OK",1
3896,"TALKEETNA, AK",2
3897,"TALLAHASSEE, FL",18
3898,"TAMARAC, FL",2
3899,"TAMPA, FL",85
3900,"TANEYTOWN, MD",1
3901,"TANNERSVILLE, NY",2
3902,"TAOS SKI VALLEY, NM",1
3903,"TAOS, NM",2
3904,"TARPON SPRINGS, FL",7
3905,"TARRYTOWN, NY",5
3906,"TAUNTON, MA",1
3907,"TAVARES, FL",5
3908,"TAVERNIER, FL",1
3909,"TAYLOR, MI",2
3910,"TAYLORS FALLS, MN",1
3911,"TAYLORSVILLE, UT",6
3912,"TEGA CAY, SC",1
3913,"TEHACHAPI, CA",2
3914,"TELLURIDE, CO",3
3915,"TEMECULA, CA",23
3916,"TEMPE, AZ",47
3917,"TEMPLE CITY, CA",1
3918,"TEMPLE HILLS, MD",1
3919,"TEMPLE, TX",1
3920,"TEMPLETON, CA",6
3921,"TERRE HAUTE, IN",3
3922,"TETON VILLAGE, WY",3
3923,"TEXARKANA, TX",1
3924,"TEXAS CITY, TX",2
3925,"THACKERVILLE, OK",2
3926,"THE COLONY, TX",4
3927,"THE DALLES, OR",5
3928,"THE PLAINS, VA",1
3929,"THE VILLAGE, OK",1
3930,"THE WOODLANDS, TX",9
3931,"THERMAL, CA",1
3932,"THIENSVILLE, WI",1
3933,"THOMASVILLE, GA",1
3934,"THOMASVILLE, NC",3
3935,"THOMPSONVILLE, MI",2
3936,"THOMSON, GA",1
3937,"THORNTON, CO",11
3938,"THOUSAND OAKS, CA",25
3939,"THREE LAKES, WI",1
3940,"THREE OAKS, MI",1
3941,"THREE RIVERS, CA",1
3942,"THREE RIVERS, TX",1
3943,"THURMONT, MD",2
3944,"TIBURON, CA",3
3945,"TIFTON, GA",9
3946,"TIGARD, OR",16
3947,"TILLAMOOK, OR",5
3948,"TIMNATH, CO",3
3949,"TIMONIUM, MD",1
3950,"TINLEY PARK, IL",2
3951,"TINTON FALLS, NJ",2
3952,"TIPP CITY, OH",4
3953,"TITUSVILLE, FL",5
3954,"TIVOLI, NY",2
3955,"TOCCOA, GA",2
3956,"TOLEDO, OH",11
3957,"TOMAH, WI",3
3958,"TOMBALL, TX",3
3959,"TOMBSTONE, AZ",1
3960,"TONASKET, WA",1
3961,"TONAWANDA, NY",6
3962,"TONOPAH, NV",2
3963,"TOOELE, UT",2
3964,"TOPEKA, KS",11
3965,"TORRANCE, CA",44
3966,"TORREY, UT",1
3967,"TORRINGTON, CT",3
3968,"TOTOWA, NJ",1
3969,"TOWANDA, PA",2
3970,"TOWER LAKES, IL",1
3971,"TOWNSEND, TN",1
3972,"TOWSON, MD",9
3973,"TRACY, CA",5
3974,"TRAVELERS REST, SC",1
3975,"TRAVER, CA",1
3976,"TRAVERSE CITY, MI",13
3977,"TREASURE ISLAND, FL",3
3978,"TREMONTON, UT",4
3979,"TRENTON, MI",1
3980,"TRENTON, NC",2
3981,"TRENTON, NJ",4
3982,"TREVOSE, PA",1
3983,"TRIADELPHIA, WV",2
3984,"TRINIDAD, CA",2
3985,"TRINIDAD, CO",3
3986,"TROPIC, UT",1
3987,"TROUTDALE, OR",5
3988,"TROUTVILLE, VA",1
3989,"TROY, IL",1
3990,"TROY, MI",10
3991,"TROY, NY",19
3992,"TRUCKEE, CA",16
3993,"TRUMANSBURG, NY",2
3994,"TRUTH OR CONSEQUENCES, NM",1
3995,"TRYON, NC",1
3996,"TUALATIN, OR",4
3997,"TUBA CITY, AZ",1
3998,"TUCKAHOE, NY",1
3999,"TUCKER, GA",5
4000,"TUCSON, AZ",48
4001,"TUCUMCARI, NM",3
4002,"TUKWILA, WA",9
4003,"TULARE, CA",4
4004,"TULLAHOMA, TN",1
4005,"TULSA, OK",39
4006,"TUMWATER, WA",5
4007,"TUNKHANNOCK, PA",1
4008,"TUPELO, MS",4
4009,"TURLOCK, CA",10
4010,"TURNER, OR",1
4011,"TURNERS FALLS, MA",1
4012,"TURNERSVILLE, NJ",1
4013,"TUSAYAN, AZ",1
4014,"TUSCALOOSA, AL",8
4015,"TUSTIN, CA",9
4016,"TWAIN HARTE, CA",1
4017,"TWENTYNINE PALMS, CA",2
4018,"TWIN FALLS, ID",4
4019,"TWINSBURG, OH",3
4020,"TWISP, WA",1
4021,"TWO HARBORS, MN",2
4022,"TWO RIVERS, WI",1
4023,"TYLER, TX",6
4024,"TYSONS, VA",4
4025,"UKIAH, CA",10
4026,"UNION BEACH, NJ",1
4027,"UNION CITY, CA",4
4028,"UNION CITY, GA",4
4029,"UNION SPRINGS, NY",1
4030,"UNION, SC",3
4031,"UNION, WA",1
4032,"UNIONDALE, NY",2
4033,"UNIONTOWN, OH",1
4034,"UNITY VILLAGE, MO",2
4035,"UNIVERSITY PARK, IL",1
4036,"UNIVERSITY PLACE, WA",3
4037,"UNIVERSITY, MS",2
4038,"UPLAND, CA",4
4039,"UPPER ARLINGTON, OH",3
4040,"UPPER LAKE, CA",1
4041,"UPPER MARLBORO, MD",4
4042,"UPPER SADDLE RIVER, NJ",1
4043,"URBANA, IL",4
4044,"URBANDALE, IA",4
4045,"UTICA, NY",4
4046,"UVALDE, TX",1
4047,"VACAVILLE, CA",22
4048,"VAIL, CO",14
4049,"VALATIE, NY",2
4050,"VALDESE, NC",1
4051,"VALDOSTA, GA",9
4052,"VALHALLA, NY",4
4053,"VALLEJO, CA",12
4054,"VALLEY CENTER, CA",1
4055,"VALLEY STREAM, NY",3
4056,"VALLEY, NE",1
4057,"VALPARAISO, IN",3
4058,"VALRICO, FL",1
4059,"VAN HORN, TX",2
4060,"VAN WERT, OH",1
4061,"VANCOUVER, WA",36
4062,"VANDALIA, OH",2
4063,"VASHON, WA",1
4064,"VENETA, OR",1
4065,"VENICE, FL",2
4066,"VERGENNES, VT",2
4067,"VERMILLION, SD",1
4068,"VERNAL, UT",1
4069,"VERNON HILLS, IL",4
4070,"VERNON, TX",1
4071,"VERO BEACH, FL",7
4072,"VERONA, PA",1
4073,"VERONA, WI",3
4074,"VERSAILLES, KY",2
4075,"VICKSBURG, MS",1
4076,"VICTORIA, TX",3
4077,"VICTORVILLE, CA",11
4078,"VIDALIA, GA",1
4079,"VIDOR, TX",1
4080,"VIENNA, MD",3
4081,"VIENNA, VA",15
4082,"VILLA PARK, IL",2
4083,"VINCENNES, IN",2
4084,"VINELAND, NJ",1
4085,"VINITA, OK",1
4086,"VINTON, LA",1
4087,"VIRGINIA BEACH, VA",30
4088,"VIRGINIA CITY, NV",2
4089,"VIRGINIA, MN",1
4090,"VIROQUA, WI",1
4091,"VISALIA, CA",12
4092,"VISTA, CA",8
4093,"VOORHEESVILLE, NY",2
4094,"WABASH, IN",2
4095,"WACO, TX",5
4096,"WADENA, MN",1
4097,"WADESBORO, NC",1
4098,"WADSWORTH, IL",1
4099,"WADSWORTH, OH",1
4100,"WAGON MOUND, NM",1
4101,"WAGONER, OK",1
4102,"WAHIAWA, HI",1
4103,"WAIANAE, HI",2
4104,"WAILEA, HI",3
4105,"WAILUKU, HI",9
4106,"WAIMEA, HI",1
4107,"WAIPAHU, HI",11
4108,"WAITSBURG, WA",1
4109,"WAKE FOREST, NC",8
4110,"WALDORF, MD",8
4111,"WALDPORT, OR",2
4112,"WALKER, MI",1
4113,"WALKER, MN",1
4114,"WALL, SD",1
4115,"WALLA WALLA, WA",15
4116,"WALLACE, NC",2
4117,"WALLAND, TN",1
4118,"WALLED LAKE, MI",1
4119,"WALNUT CREEK, CA",30
4120,"WALNUT GROVE, MO",2
4121,"WALNUT, CA",3
4122,"WALSENBURG, CO",1
4123,"WALTERBORO, SC",3
4124,"WALTERS, OK",1
4125,"WALTHAM, MA",23
4126,"WAMEGO, KS",1
4127,"WAPATO, WA",1
4128,"WAPPINGERS FALLS, NY",2
4129,"WARM SPRINGS, OR",1
4130,"WARNER ROBINS, GA",5
